iata,icao,name,city,country,lat,lon
FDF,TFFF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ,14.591000,-61.003201
SFG,TFFG,Grand Case-l'Espérance Airport,Grand Case,MF,18.100057,-63.047444
SBH,TFFJ,St. Jean Airport,Gustavia,BL,17.904398,-62.843333
GBJ,TFFM,Marie-Galante Airport,Grand-Bourg,GP,15.868925,-61.270087
PTP,TFFR,Maryse Condé International Airport,Pointe-à-Pitre,GP,16.265443,-61.532754
GND,TGPY,Maurice Bishop International Airport,Saint George's,GD,12.003996,-61.785302
STT,TIST,Cyril E. King Airport,Charlotte Amalie,VI,18.337091,-64.977251
STX,TISX,Henry E. Rohlsen Airport,Christiansted,VI,17.701413,-64.802608
,TJ-0011,Khovaling Airport,Khovilling,TJ,38.364134,69.986299
,TJ-UT45,Gissar Air Base,Dushanbe,TJ,38.512299,68.672501
,TJ-UT46,Farkhor Air Base,Parkhar,TJ,37.469799,69.380798
ARE,TJAB,Antonio Nery Juarbe Pol Airport,Arecibo,PR,18.450850,-66.675768
BQN,TJBQ,Rafael Hernández International Airport,Aguadilla,PR,18.494900,-67.129402
CPX,TJCP,Benjamin Rivera Noriega Airport,Culebra,PR,18.312954,-65.303893
SIG,TJIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR,18.456800,-66.098099
MAZ,TJMZ,Eugenio Maria De Hostos Airport,Mayaguez,PR,18.255699,-67.148499
PSE,TJPS,Mercedita International Airport,Ponce,PR,18.008301,-66.563004
NRR,TJRV,José Aponte de la Torre Airport,Ceiba,PR,18.247262,-65.639790
SJU,TJSJ,Luis Munoz Marin International Airport,San Juan,PR,18.439400,-66.001801
VQS,TJVQ,Antonio Rivera Rodriguez Airport,Vieques,PR,18.134800,-65.493599
SKB,TKPK,Robert L. Bradshaw International Airport,Basseterre,KN,17.310845,-62.719117
NEV,TKPN,Vance W. Amory International Airport,Charlestown,KN,17.205700,-62.589901
SLU,TLPC,George F. L. Charles Airport,Castries,LC,14.020200,-60.992901
UVF,TLPL,Hewanorra International Airport,Vieux Fort,LC,13.733200,-60.952599
BKN,TM-0002,Balkanabat International Airport,Balkanabat,TM,39.681052,54.206008
,TM-UT52,Mary North Airport,Mary,TM,37.664299,61.827000
AUA,TNCA,Queen Beatrix International Airport,Oranjestad,AW,12.501056,-70.014281
BON,TNCB,Flamingo International Airport,Kralendijk,BQ,12.131000,-68.268501
CUR,TNCC,Hato International Airport,Willemstad,CW,12.188900,-68.959801
EUX,TNCE,F. D. Roosevelt Airport,Oranjestad,BQ,17.496500,-62.979401
SXM,TNCM,Princess Juliana International Airport,Sint Maarten,SX,18.041000,-63.108898
SAB,TNCS,Juancho E. Yrausquin Airport,Zion's Hill,BQ,17.645330,-63.220514
AXA,TQPF,Clayton J. Lloyd International Airport,The Valley,AI,18.204773,-63.053830
,TR-0004,Temelli Air Base,Polatlı,TR,39.738857,32.378639
,TR-0021,Çukurhisar Airport,Alpu,TR,39.843899,30.968000
,TR-0028,Keşan Air Base,Keşan,TR,40.787068,26.606655
MNI,TRPG,John A. Osborne Airport,Gerald's Park,MS,16.791835,-62.193204
TAB,TTCP,A.N.R. Robinson International Airport,Scarborough,TT,11.149571,-60.831298
POS,TTPP,Piarco International Airport,Port of Spain,TT,10.595350,-61.337568
EIS,TUPJ,Terrance B. Lettsome International Airport,Beef Island,VG,18.445492,-64.541707
VIJ,TUPW,Virgin Gorda Airport,Spanish Town,VG,18.446634,-64.427932
SVD,TVSA,Argyle International Airport,Kingstown,VC,13.159725,-61.148801
BQU,TVSB,J F Mitchell Airport,Bequia,VC,12.988400,-61.262001
CIW,TVSC,Canouan Airport,Canouan,VC,12.699000,-61.342400
MQS,TVSM,Mustique Airport,Lovell,VC,12.887900,-61.180199
UNI,TVSU,Union Island International Airport,Union Island,VC,12.600135,-61.411945
,TW-0004,Zuoying Naval Airfield,Kaohsiung (Zuoying),TW,22.705000,120.280998
BDA,TXKF,L.F. Wade International Airport,Hamilton,BM,32.363802,-64.678240
,UA-0005,Nizhyn Air Base,Nizhyn,UA,51.088535,31.870995
,UA-0010,Oktyabrskoe Air Base,Oktyabrskoe,UA,45.320000,34.099998
,UA-0012,Kirovskoe Air Base,Kirovskoe,UA,45.167000,35.182999
,UA-0020,Melitopol Air Base,Melitopol,UA,46.880001,35.305000
,UA-0022,Kacha Air Base,Kacha,UA,44.779764,33.572245
,UA-0025,Bila Tserkva Air Base,Bila Tserkva,UA,49.795228,30.024435
,UA-0028,Zhovtneve Air Base,Bolgrad,UA,45.639999,28.670000
,UA-0047,Dolgintsevo Air Base,Kryvyi Rih,UA,47.887000,33.533000
,UA30,Batken Airport,Batken,KG,40.042899,70.837840
ALA,UAAA,Almaty International Airport,Almaty,KZ,43.354267,77.042828
BXH,UAAH,Balkhash Airport,Balkhash,KZ,46.894246,75.004533
TDK,UAAT,Taldykorgan Airport,Taldykorgan,KZ,45.122550,78.442758
NQZ,UACC,Nursultan Nazarbayev International Airport,Astana,KZ,51.027035,71.467094
KOV,UACK,Kokshetau International Airport,Kokshetau,KZ,53.329102,69.594597
PPK,UACP,Petropavl International Airport,Petropavl,KZ,54.775622,69.187415
DMB,UADD,Taraz International Airport,Taraz,KZ,42.853600,71.303596
BSZ,UAFM,Manas International Airport,Bishkek,KG,43.061298,74.477600
OSS,UAFO,Osh International Airport,Osh,KG,40.609001,72.793297
IKG,UAFP,Karakol International Airport,Karakol,KG,42.508099,78.407799
,UAFW,Kant Air Base,Kant,KG,42.853199,74.846497
CIT,UAII,Shymkent International Airport,Shymkent,KZ,42.365021,69.475640
HSA,UAIT,Hazrat Sultan International Airport,Turkıstan,KZ,43.311087,68.550352
DZN,UAKD,Zhezkazgan National Airport,Zhezkazgan,KZ,47.708953,67.738094
KGF,UAKK,Sary-Arka Airport,Karaganda,KZ,49.670799,73.334396
BXY,UAOL,Baikonur Krayniy International Airport,Baikonur,KZ,45.621994,63.210773
,UAON,Yubileyniy Airfield,Töretam,KZ,46.052421,63.249185
KZO,UAOO,Korkyt Ata International Airport,Kyzylorda,KZ,44.706902,65.592499
URA,UARR,Manshuk Mametova International Airport,Uralsk,KZ,51.151976,51.543652
,UASA,Ayaguz Airport,Ayaguz,KZ,47.919218,80.452194
EKB,UASB,Ekibastuz Airport,Ekibastuz,KZ,51.591000,75.214996
UKK,UASK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),KZ,50.035033,82.496057
PWQ,UASP,Pavlodar International Airport,Pavlodar,KZ,52.194982,77.073088
PLX,UASS,Semei International Airport,Semey,KZ,50.351295,80.234398
SCO,UATE,Aktau International Airport,Aktau,KZ,43.860093,51.090860
GUW,UATG,Atyrau International Airport,Atyrau,KZ,47.121318,51.820343
,UATR,Shalkar Airport,Shalkar,KZ,47.904999,59.619999
AKX,UATT,Aktobe International Airport,Aktobe,KZ,50.248116,57.204144
KSN,UAUU,Kostanay International Airport,Kostanay,KZ,53.206902,63.550301
,UB12,Nasosnaya Air Base,Sumqayit,AZ,40.591599,49.557400
,UB13,Khojaly Airport,Khojaly,AZ,39.901402,46.786999
,UB14,Kyurdamir Air Base,Kyurdamir,AZ,40.273602,48.163601
,UB18,Baku Kala Air Base,Baku,AZ,40.408409,50.200287
GYD,UBBB,Heydar Aliyev International Airport,Baku,AZ,40.472780,50.050931
GNJ,UBBG,Ganja International Airport,Ganja,AZ,40.738692,46.320383
NAJ,UBBN,Nakhchivan International Airport,Nakhchivan,AZ,39.188801,45.458401
GBB,UBBQ,Gabala International Airport,Gabala,AZ,40.808617,47.725389
ZTU,UBBY,Zaqatala International Airport,Zaqatala,AZ,41.557823,46.669464
LHL,UBLC,Lachin International Airport,Lachin,AZ,39.883787,46.363137
IKU,UCFL,Issyk-Kul International Airport,Tamchy,KG,42.585584,76.701181
LWN,UDSG,Shirak International Airport,Gyumri,AM,40.750401,43.859299
,UDYE,Erebuni Airport,Yerevan,AM,40.122101,44.465000
EVN,UDYZ,Zvartnots International Airport,Yerevan,AM,40.148941,44.397887
YKS,UEEE,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU,62.093300,129.770996
NER,UELL,Chulman Airport,Neryungri,RU,56.913898,124.914001
MQJ,UEMA,Moma Airport,Khonuu,RU,66.450861,143.261551
GYG,UEMM,Magan Airport,Magan,RU,62.103484,129.545288
OLZ,UEMO,Olyokminsk Airport,Olyokminsk,RU,60.401833,120.476094
USR,UEMT,Ust-Nera Airport,Ust-Nera,RU,64.550003,143.115005
,UENK,Kyzyl-Syr Airport,Kyzyl-Syr,RU,63.884998,122.777000
VYI,UENW,Vilyuisk Airport,Vilyuisk,RU,63.756668,121.693336
,UERA,Aykhal Airport,,RU,65.959198,111.546501
ULK,UERL,Lensk Airport,Lensk,RU,60.720600,114.825996
PYJ,UERP,Polyarny Airport,Yakutia,RU,66.400398,112.029999
MJZ,UERR,Mirny Airport,Mirny,RU,62.534698,114.039001
SYS,UERS,Saskylakh Airport,Saskylakh,RU,71.927902,114.080002
BGN,UESG,Belaya Gora Airport,Belaya Gora,RU,68.556227,146.227840
SEK,UESK,Srednekolymsk Airport,Srednekolymsk,RU,67.480500,153.736400
CKH,UESO,Chokurdakh Airport,Chokurdah,RU,70.623100,147.901993
CYX,UESS,Cherskiy Airport,Cherskiy,RU,68.740601,161.337997
IKS,UEST,Tiksi Airport,Tiksi,RU,71.697701,128.903000
ZKP,UESU,Zyryanka Airport,Zyryanka,RU,65.748500,150.888900
ZIX,UEVV,Zhigansk Airport,Zhigansk,RU,66.796501,123.361000
KHX,UG-0002,Savannah Airstrip,Kihihi,UG,-0.716500,29.699700
,UG0U,Gudauta Air Base,Gudauta,GE,43.104000,40.579300
,UG11,Dollyar Air Base,Dollyar,AZ,40.887600,45.957001
,UG22,Tbilisi Marneuli Air Base,Tbilisi,GE,41.459202,44.783199
,UG24,Tbilisi Soganlug Air Base,Tbilisi,GE,41.649200,44.936401
,UG27,Vaziani Air Base,Gamarjveba 1,GE,41.627998,45.030800
,UG28,Bolshiye Shiraki Air Base,Bolshiye Shiraki,GE,41.379501,46.367298
,UGAM,Ambrolauri Airport,Ambrolauri,GE,42.526870,43.135380
KUT,UGKO,David the Builder Kutaisi International Airport,Kopitnari,GE,42.177448,42.485353
BUS,UGSB,Alexander Kartveli Batumi International Airport,Batumi,GE,41.609390,41.600315
SUI,UGSS,Vladislav Ardzinba Sukhum International Airport,Sukhumi,GE,42.858200,41.128101
TBS,UGTB,Tbilisi International Airport,Tbilisi,GE,41.669201,44.954700
BQS,UHBB,Ignatyevo Airport,Blagoveschensk,RU,50.425400,127.412003
KHV,UHHH,Khabarovsk Novy Airport,Khabarovsk,RU,48.528338,135.188588
,UHKD,Dzemgi Airport,Komsomolsk-na-Amur,RU,50.605598,137.080994
,UHKG,Kamenny Ruchey Naval Air Base,Sovetskaya Gavan,RU,49.235703,140.193100
KXK,UHKK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,RU,50.409000,136.934006
GVN,UHKM,Sovetskaya Gavan (Maygatka) Airport,Sovetskaya Gavan,RU,48.925067,140.035348
DYR,UHMA,Ugolny Yuri Ryktheu Airport,Anadyr,RU,64.734902,177.740997
PVS,UHMD,Provideniya Bay Airport,Chukotka,RU,64.378098,-173.242996
,UHMF,Omsukchan Airport,Omsukchan,RU,62.457001,155.744995
,UHMG,Chaybukha Airport,Chaybukha,RU,61.834999,160.548004
KPW,UHMK,Keperveem Airport,Keperveem,RU,67.845001,166.139999
GDX,UHMM,Sokol Airport,Magadan,RU,59.910999,150.720001
PWE,UHMP,Pevek Airport,Apapelgino,RU,69.783302,170.597000
,UHMS,Seymchan Airport,Seymchan,RU,62.920780,152.422775
,UHMT,Magadan-13 Airport,Magadan,RU,59.623299,150.921997
SWV,UHMW,Severo-Evensk Airport,Evensk,RU,61.921786,159.229059
NLI,UHNN,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU,53.154999,140.649994
OHO,UHOO,Okhotsk Airport,Okhotsk,RU,59.410065,143.056503
,UHPL,Palana Airport,Palana,RU,59.082064,159.891577
PKC,UHPP,Yelizovo Airport,Petropavlovsk-Kamchatsky,RU,53.168716,158.451068
UUS,UHSS,Yuzhno-Sakhalinsk International Airport,Yuzhno-Sakhalinsk,RU,46.885461,142.717466
VVO,UHWW,Vladivostok International Airport,Artyom,RU,43.396256,132.148155
HTA,UIAA,Chita-Kadala International Airport,Chita,RU,52.024841,113.305839
,UIAE,Krasnokamensk Airport,Krasnokamensk,RU,50.033108,118.061142
BTK,UIBB,Bratsk Airport,Bratsk,RU,56.369600,101.701822
,UIBV,Zheleznogorsk Airport,Zheleznogorsk-Ilimsky,RU,56.487701,104.106003
IKT,UIII,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563
UKX,UITT,Ust-Kut Airport,Ust-Kut,RU,56.856701,105.730003
UUD,UIUU,Baikal International Airport,Ulan Ude,RU,51.808614,107.439652
KBP,UKBB,Boryspil International Airport,Boryspil,UA,50.345001,30.894699
MPW,UKCM,Mariupol International Airport,Mariupol,UA,47.076099,37.449600
ERD,UKDB,Berdyansk Airport,Berdyansk,UA,46.814999,36.758099
DNK,UKDD,Dnipro International Airport,Dnipro,UA,48.357201,35.100601
OZH,UKDE,Zaporizhzhia International Airport,Zaporizhia,UA,47.866962,35.314723
KWG,UKDR,Kryvyi Rih International Airport,Kryvyi Rih,UA,48.043301,33.209999
UKS,UKFB,Sevastopol International Airport / Belbek Air Base,Sevastopol,UA,44.691822,33.574620
SIP,UKFF,Simferopol International Airport,Simferopol,UA,45.052200,33.975101
,UKFG,Gvardeyskoye (Hvardiiske) Air Base,Hvardiiske,UA,45.116192,33.976625
,UKFI,Saky Air Base,Novofedorivka,UA,45.090611,33.598536
,UKFY,Dzhankoy Air Base,Dzhankoy,UA,45.700901,34.418900
HRK,UKHH,Kharkiv International Airport,Kharkiv,UA,49.926943,36.290814
CKC,UKKE,Cherkasy International Airport,Cherkasy,UA,49.415600,31.995300
IEV,UKKK,Ihor Sikorsky Kyiv International Airport (Zhuliany),Kyiv,UA,50.401940,30.451940
,UKKM,Hostomel Airport,Kiev,UA,50.603500,30.191900
,UKKO,Ozerne Air Base,Zhytomyr,UA,50.158298,28.738300
HMJ,UKLH,Khmelnytskyi Airport,Khmelnytskyi,UA,49.359699,26.933399
IFO,UKLI,Ivano-Frankivsk International Airport,Ivano-Frankivsk,UA,48.884201,24.686100
LWO,UKLL,Lviv International Airport,Lviv,UA,49.812500,23.956100
CWC,UKLN,Chernivtsi International Airport,Chernivtsi,UA,48.259300,25.980801
RWN,UKLR,Rivne International Airport,Rivne,UA,50.607101,26.141600
UDJ,UKLU,Uzhhorod International Airport,Uzhhorod,UA,48.634300,22.263399
KHE,UKOH,Kherson International Airport,Kherson,UA,46.675800,32.506401
ODS,UKOO,Odesa International Airport,Odesa,UA,46.427196,30.672649
VIN,UKWW,Vinnytsia/Gavyryshivka International Airport,Vinnitsa,UA,49.242531,28.613778
ARH,ULAA,Talagi Airport,Archangelsk,RU,64.600304,40.716702
VKV,ULAH,Vaskovo Airport,Arkhangelsk,RU,64.441704,40.421700
NNM,ULAM,Naryan Mar Airport,Naryan Mar,RU,67.639999,53.121899
AMV,ULDD,Amderma Airport,Amderma,RU,69.763298,61.556400
KSZ,ULKK,Kotlas Airport,Kotlas,RU,61.235802,46.697498
LED,ULLI,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501
,ULLP,Pushkin Airport,St. Petersburg,RU,59.685001,30.338301
MMK,ULMM,Emperor Nicholas II Murmansk Airport,Murmansk,RU,68.781700,32.750801
PKV,ULOO,Princess Olga Pskov International Airport,Pskov,RU,57.781316,28.393840
PES,ULPB,Petrozavodsk Airport,Petrozavodsk,RU,61.885201,34.154701
,ULPP,Peski Airfield,Petrozavodsk,RU,61.831944,34.295555
CEE,ULWC,Cherepovets Airport,Cherepovets,RU,59.273602,38.015800
VUS,ULWU,Velikiy Ustyug Airport,Velikiy Ustyug,RU,60.788300,46.259998
VGD,ULWW,Vologda Airport,Vologda,RU,59.282501,39.944401
BQT,UMBB,Brest International Airport,Brest,BY,52.108138,23.896760
GME,UMGG,Gomel Airport,Gomel,BY,52.527000,31.016701
VTB,UMII,Vitebsk Vostochny Airport,Vitebsk,BY,55.126499,30.349600
KGD,UMKK,Khrabrovo Airport,Kaliningrad,RU,54.891610,20.598559
,UMMA,Baranavichi Air Base,Baranavichi,BY,53.099998,26.049999
GNA,UMMG,Hrodna Airport,Hrodna,BY,53.602001,24.053801
MSQ,UMMS,Minsk National Airport,Minsk,BY,53.888071,28.039964
,UMNB,Babruisk Air Base,Babruisk,BY,53.105000,29.205000
MVQ,UMOO,Mogilev Airport,Mogilev,BY,53.954899,30.095100
ABA,UNAA,Abakan International Airport,Abakan,RU,53.740002,91.385002
BAX,UNBB,Barnaul Gherman Titov International Airport,Barnaul,RU,53.361285,83.539701
RGK,UNBG,Gorno-Altaysk Airport,Gorno-Altaysk,RU,51.969204,85.836539
KEJ,UNEE,Alexei Leonov Kemerovo International Airport,Kemerovo,RU,55.270100,86.107201
BKA,UNIB,Baykit Airport,Baykit,RU,61.676701,96.355003
EIE,UNII,Yeniseysk Airport,Yeniseysk,RU,58.474201,92.112503
TGP,UNIP,Podkamennaya Tunguska Airport,Bor,RU,61.589699,89.994003
VEO,UNIS,Severo-Yeniseysk Airport,Severo-Yeniseysk,RU,60.373299,93.011703
VAQ,UNIW,Vanavara Airport,Vanavara,RU,60.356229,102.309641
KJA,UNKL,Krasnoyarsk International Airport,Krasnoyarsk,RU,56.175743,92.485788
KCY,UNKM,Krasnoyarsk Cheremshanka Airport,Krasnoyarsk,RU,56.177584,92.545881
ACS,UNKS,Achinsk Airport,Achinsk,RU,56.269185,90.575110
KYZ,UNKY,Kyzyl Airport,Kyzyl,RU,51.669399,94.400597
,UNNE,Yeltsovka Airport,Novosibirsk,RU,55.092400,83.004501
OVB,UNNT,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675
OMS,UNOO,Omsk Central Airport,Omsk,RU,54.963124,73.312418
,UNOS,Omsk Severny Airport,Omsk,RU,54.974998,73.555000
SWT,UNSS,Strezhevoy Airport,Strezhevoy,RU,60.709400,77.660004
TOF,UNTT,Tomsk Kamov Airport,Tomsk,RU,56.380299,85.208298
NOZ,UNWW,Spichenkovo Airport,Novokuznetsk,RU,53.811401,86.877197
DKS,UODD,Dikson Airport,Dikson,RU,73.517807,80.379669
,UODN,Nagurskoye Airfield,Alexandra Land,RU,80.803207,47.663586
HTG,UOHH,Khatanga Airport,Khatanga,RU,71.978104,102.490997
SES,UOIG,Svetlogorsk Airport,Svetlogorsk,RU,66.839996,88.403336
IAA,UOII,Igarka Airport,Igarka,RU,67.437202,86.621902
NSK,UOOO,Alykel International Airport,Norilsk,RU,69.307951,87.325906
AAQ,URKA,Anapa Vityazevo Airport,Krasnyi Kurgan,RU,45.002102,37.347301
GDZ,URKG,Gelendzhik Airport,Gelendzhik,RU,44.582093,38.012481
KRR,URKK,Krasnodar Pashkovsky International Airport,Krasnodar,RU,45.034465,39.174215
GRV,URMG,Akhmat Kadyrov Grozny International Airport,Grozny,RU,43.388106,45.699772
MCX,URML,Makhachkala Uytash International Airport,Makhachkala,RU,42.816799,47.652302
MRV,URMM,Mineralnye Vody Airport,Mineralnyye Vody,RU,44.225101,43.081902
NAL,URMN,Nalchik Airport,Nalchik,RU,43.512901,43.636600
OGZ,URMO,Vladikavkaz Beslan International Airport,Beslan,RU,43.205101,44.606602
IGT,URMS,Magas Airport,Sunzha,RU,43.323268,45.012568
STW,URMT,Stavropol Shpakovskoye Airport,Stavropol,RU,45.109200,42.112801
,UROD,Dudinka Airport,Dudinka,RU,69.375000,86.156670
ROV,URRP,Platov International Airport,Rostov-on-Don,RU,47.493888,39.924722
TGK,URRT,Taganrog Yuzhny Airport,Taganrog,RU,47.198333,38.849167
AER,URSS,Sochi International Airport,Sochi,RU,43.449902,39.956600
ASF,URWA,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511
ESL,URWI,Elista Airport,Elista,RU,46.373901,44.330898
VOG,URWW,Volgograd International Airport,Volgograd,RU,48.781340,44.339194
CEK,USCC,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927
MQF,USCM,Magnitogorsk International Airport,Magnitogorsk,RU,53.391991,58.755235
SBT,USDA,Sabetta International Airport,Sabetta,RU,71.219167,72.052222
BVJ,USDB,Bovanenkovo Airport,Bovanenkovo,RU,70.315278,68.333611
SLY,USDD,Salekhard Airport,Salekhard,RU,66.590797,66.611000
EZV,USHB,Berezovo Airport,,RU,63.921001,65.030502
HMA,USHH,Khanty Mansiysk Airport,Khanty-Mansiysk,RU,61.028500,69.086098
NYA,USHN,Nyagan Airport,Nyagan,RU,62.110001,65.614998
EYK,USHQ,Beloyarskiy Airport,,RU,63.686901,66.698601
OVS,USHS,Sovetskiy Airport,Sovetskiy,RU,61.326622,63.601913
URJ,USHU,Uray Airport,Uray,RU,60.103298,64.826698
IJK,USII,Izhevsk Airport,Izhevsk,RU,56.834524,53.462172
KVX,USKK,Pobedilovo Airport,Kirov,RU,58.503883,49.347831
NYM,USMM,Nadym Airport,Nadym,RU,65.480904,72.698898
NUX,USMU,Novy Urengoy Airport,Novy Urengoy,RU,66.069397,76.520302
NJC,USNN,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597
PEE,USPP,Perm International Airport,Perm,RU,57.914501,56.021198
KGP,USRK,Kogalym International Airport,Kogalym,RU,62.190399,74.533798
NFG,USRN,Nefteyugansk Airport,Nefteyugansk,RU,61.108299,72.650002
NOJ,USRO,Noyabrsk Airport,Noyabrsk,RU,63.183300,75.269997
SGC,USRR,Surgut International Airport,Surgut,RU,61.340501,73.405782
,USSK,Uktus Airport,Yekaterinburg,RU,56.701698,60.790001
SVX,USSS,Koltsovo Airport,Yekaterinburg,RU,56.743099,60.802700
RMZ,USTJ,Tobolsk Remezov Airport,Tobolsk,RU,58.059712,68.347997
TJM,USTR,Roshchino International Airport,Tyumen,RU,57.178984,65.327696
KRO,USUU,Kurgan Airport,Kurgan,RU,55.475300,65.415604
,UT1G,Ashgabat Bezmein Air Base,Ashgabat,TM,38.012001,58.195000
ASB,UTAA,Ashgabat International Airport,Ashgabat,TM,37.986801,58.361000
KRW,UTAK,Turkmenbaşy International Airport,Turkmenbaşy,TM,40.062833,53.005085
MYP,UTAM,Mary International Airport,Mary,TM,37.623530,61.895668
TAZ,UTAT,Dashoguz International Airport,Daşoguz,TM,41.759853,59.836149
CRZ,UTAV,Türkmenabat International Airport,Türkmenabat,TM,38.930662,63.563982
DYU,UTDD,Dushanbe International Airport,Dushanbe,TJ,38.543746,68.822977
TJU,UTDK,Kulob International Airport,Kulob,TJ,37.988098,69.805000
LBD,UTDL,Khujand International Airport,Khujand,TJ,40.215401,69.694702
KQT,UTDT,Bokhtar International Airport,Bokhtar,TJ,37.866315,68.864475
NMA,UTFN,Namangan International Airport,Namangan,UZ,40.984622,71.557800
AZN,UTKA,Andijan International Airport,Andijan,UZ,40.727699,72.293999
FEG,UTKF,Fergana International Airport,Fergana,UZ,40.358799,71.745003
NCU,UTNN,Nukus International Airport,Nukus,UZ,42.488400,59.623299
UGC,UTNU,Urgench International Airport,Urgench,UZ,41.582740,60.643380
NVI,UTSA,Navoi International Airport,Navoi,UZ,40.117599,65.172658
BHK,UTSB,Bukhara International Airport,Bukhara,UZ,39.775319,64.482279
SKD,UTSS,Samarkand International Airport,Samarkand,UZ,39.701842,66.981467
TMJ,UTST,Termez Airport,Termez,UZ,37.287261,67.311869
TVT,UTTP,Tashkent-Khumo International Airport,Tashkent,UZ,41.312889,69.395535
TAS,UTTT,Tashkent International Airport,Tashkent,UZ,41.257900,69.281197
OMN,UTTZ,Zomin Airport,Zomin,UZ,40.014020,68.411030
KMW,UUBA,Kostroma Sokerkino Airport,Kostroma,RU,57.796902,41.019402
KLF,UUBC,Grabtsevo Airport,Kaluga,RU,54.549999,36.366669
IWA,UUBI,Ivanovo South Airport,Ivanovo,RU,56.939400,40.940800
RYB,UUBK,Staroselye Airport,Rybinsk,RU,58.104198,38.929401
BZK,UUBP,Bryansk International Airport,Bryansk,RU,53.214403,34.175965
ZIA,UUBW,Zhukovsky International Airport,Moscow,RU,55.553299,38.150002
DME,UUDD,Domodedovo International Airport,Moscow,RU,55.408798,37.906300
IAR,UUDL,Golden Ring Yaroslavl International Airport,Tunoshna,RU,57.560699,40.157398
SVO,UUEE,Sheremetyevo International Airport,Moscow,RU,55.976858,37.411210
KLD,UUEM,Migalovo Air Base,Tver,RU,56.824699,35.757702
,UUMT,Tretyakovo Airport,Lukhovitsy,RU,54.904999,39.026669
CKL,UUMU,Chkalovskiy Air Base,Moscow,RU,55.878300,38.061699
EGO,UUOB,Belgorod International Airport,Belgorod,RU,50.643799,36.590099
URS,UUOK,Kursk East Airport,Kursk,RU,51.750599,36.295601
LPK,UUOL,Lipetsk Airport,Lipetsk,RU,52.702801,39.537800
VOZ,UUOO,Voronezh International Airport,Voronezh,RU,51.814324,39.230948
TBW,UUOT,Donskoye Airport,Tambov,RU,52.806099,41.482800
VKO,UUWW,Vnukovo International Airport,Moscow,RU,55.591499,37.261501
UCT,UUYH,Ukhta Airport,Ukhta,RU,63.566898,53.804699
INA,UUYI,Inta Airport,Inta,RU,66.053372,60.105786
,UUYK,Vuktyl Airport,Vuktyl,RU,63.823299,57.279999
PEX,UUYP,Pechora Airport,Pechora,RU,65.121101,57.130798
USK,UUYS,Usinsk Airport,Usinsk,RU,66.004700,57.367199
,UUYV,Izhma Airport,Izhma,RU,65.031700,53.970001
VKT,UUYW,Vorkuta Airport,Vorkuta,RU,67.488602,63.993099
UTS,UUYX,Ust-Tsylma Airport,Ust-Tsylma,RU,65.437294,52.200336
SCW,UUYY,Syktyvkar Airport,Syktyvkar,RU,61.646999,50.845100
GOJ,UWGG,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,56.227351,43.785152
UUA,UWKB,Bugulma Airport,Bugulma,RU,54.641184,52.800229
KZN,UWKD,Kazan International Airport,Kazan,RU,55.606201,49.278702
NBC,UWKE,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499
,UWKG,Borisoglebskoye Airport,Kazan,RU,55.866699,49.133301
JOK,UWKJ,Yoshkar-Ola Airport,Yoshkar-Ola,RU,56.700600,47.904701
CSY,UWKS,Cheboksary Airport,Cheboksary,RU,56.090302,47.347301
ULV,UWLL,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,54.270160,48.225569
ULY,UWLW,Ulyanovsk Vostochny Airport,Cherdakly,RU,54.401001,48.802700
REN,UWOO,Orenburg Central Airport,Orenburg,RU,51.792668,55.457229
OSW,UWOR,Orsk Airport,Orsk,RU,51.072498,58.595600
PEZ,UWPP,Penza Airport,Penza,RU,53.110600,45.021099
SKX,UWPS,Saransk International Airport,Saransk,RU,54.125130,45.212257
BWO,UWSB,Balakovo Airport,Balakovo,RU,51.858299,47.745602
GSV,UWSG,Gagarin International Airport,Saratov,RU,51.712778,46.171111
UFA,UWUU,Ufa International Airport,Ufa,RU,54.557499,55.874401
,UWWB,Buguruslan Severny Airport,Buguruslan,RU,53.718399,52.371899
,UWWG,Bezymyanka Airfield,Samara,RU,53.220001,50.325001
KUF,UWWW,Kurumoch International Airport,Samara,RU,53.504902,50.164299
REW,VA1G,"Rewa Airport, Chorhata, REWA",Rewa,IN,24.503401,81.220299
GDB,VA2C,Gondia Airport,Gondia,IN,21.526817,80.290347
AMD,VAAH,Sardar Vallabh Patel International Airport,Ahmedabad,IN,23.077200,72.634697
